CGPA,Speaking Skills,ML Knowledge,Year of Graduation,College Name,Placement Status
6.6,2,2,3.0,"priyadarshini college of engineering, nagpur ",
6.7,5,5,3.0,"vidyalankar institute of technology, mumbai",
7.6,2,2,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
8.3,3,3,3.0,silicon institute of technology,
6.3,3,3,3.0,adhiyamaan college of engineering,
8.9,4,4,3.0,don bosco college of engineering fatorda goa,
9.5,5,5,3.0,pillai college of engineering new panvel,
8.5,5,5,3.0,st xavier's college ,
8.5,5,5,3.0,"vidyalankar institute of technology, mumbai",
8.8,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.9,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
7.5,3,3,2.0,"priyadarshini college of engineering, nagpur ",
8.3,4,4,3.0,"vidyalankar institute of technology, mumbai",
6.4,4,4,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.5,4,4,2.0,silicon institute of technology,
7.7,4,4,3.0,adhiyamaan college of engineering,
9.9,2,2,3.0,don bosco college of engineering fatorda goa,
7.6,3,3,3.0,pillai college of engineering new panvel,
7.9,5,5,2.0,"kle society's college of bca, rls institute, belagavi",
7.7,2,2,3.0,"priyadarshini college of engineering, nagpur ",
7.4,3,3,3.0,st.francis institute of technology,
9.2,4,4,3.0,new horizon institute of technology and management ,
7.6,4,4,3.0,late g. n. sapkal college of engineering,
8.7,3,3,3.0,"symbiosis institute of technology, pune",
9.5,2,2,3.0,"mit academy of engineering ,alandi",
6.9,2,2,3.0,a. c. patil college of engineering,
9.2,2,2,2.0,wilson college ,
6.9,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.2,4,4,3.0,dkte society's textile and engineering institute ichalkaranji,
7.5,5,5,3.0,"thakur institute of management studies, career development & research - [timscdr]",
6.5,4,4,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
7.5,2,2,3.0,"priyadarshini college of engineering, nagpur ",
6.9,3,3,3.0,"vidyalankar institute of technology, mumbai",
7.6,3,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
6.5,5,5,3.0,silicon institute of technology,
7.3,5,5,3.0,adhiyamaan college of engineering,
6.7,3,3,3.0,don bosco college of engineering fatorda goa,
8.7,4,4,3.0,pillai college of engineering new panvel,
6.7,5,5,3.0,st xavier's college ,
9.0,5,5,3.0,"vidyalankar institute of technology, mumbai",
7.2,2,2,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
8.5,3,3,3.0,g h raisoni institut of engineering and technology pune,
6.5,4,4,3.0,government polytechnic gandhinagar,
6.6,3,3,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
9.5,2,2,3.0,"vishwakarma institute of technology, pune",
8.1,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
9.7,5,5,3.0,g h raisoni institut of engineering and technology pune,
9.3,2,2,3.0,government polytechnic gandhinagar,
9.1,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.6,2,2,3.0,"vishwakarma institute of technology, pune",
7.8,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
7.9,4,4,3.0,"priyadarshini college of engineering, nagpur ",
8.5,3,3,3.0,st.francis institute of technology,
8.7,3,3,3.0,new horizon institute of technology and management ,
8.3,4,4,2.0,late g. n. sapkal college of engineering,
9.4,2,2,3.0,"symbiosis institute of technology, pune",
8.6,5,5,3.0,"mit academy of engineering ,alandi",
8.5,4,4,3.0,a. c. patil college of engineering,
9.1,4,4,3.0,wilson college ,
7.7,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.5,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
7.2,4,4,2.0,"ld college of engineering, ahmedabad, gujarat ",
7.6,5,5,3.0,g h raisoni institut of engineering and technology pune,
7.3,2,2,3.0,government polytechnic gandhinagar,
7.3,2,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
9.4,5,5,3.0,"vishwakarma institute of technology, pune",
6.6,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
6.6,2,2,2.0,"priyadarshini college of engineering, nagpur ",
8.5,2,2,3.0,st.francis institute of technology,
7.7,2,2,3.0,new horizon institute of technology and management ,
8.1,2,2,3.0,late g. n. sapkal college of engineering,
7.9,5,5,3.0,"symbiosis institute of technology, pune",
7.1,4,4,3.0,"mit academy of engineering ,alandi",
8.3,2,2,3.0,a. c. patil college of engineering,
7.7,3,3,3.0,wilson college ,
8.0,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
6.5,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
9.4,2,2,3.0,"priyadarshini college of engineering, nagpur ",
6.8,3,3,3.0,"vidyalankar institute of technology, mumbai",
6.7,2,2,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.9,3,3,3.0,silicon institute of technology,
9.3,4,4,3.0,adhiyamaan college of engineering,
6.9,3,3,3.0,don bosco college of engineering fatorda goa,
8.9,2,2,2.0,pillai college of engineering new panvel,
8.3,5,5,2.0,st xavier's college ,
7.2,5,5,2.0,"vidyalankar institute of technology, mumbai",
8.1,4,4,3.0,government polytechnic gandhinagar,
9.5,5,5,2.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
9.6,2,2,2.0,"vishwakarma institute of technology, pune",
7.5,4,4,2.0,"kle society's college of bca, rls institute, belagavi",
7.9,4,4,3.0,"priyadarshini college of engineering, nagpur ",
9.3,2,2,3.0,st.francis institute of technology,
9.6,2,2,2.0,new horizon institute of technology and management ,
9.1,4,4,2.0,late g. n. sapkal college of engineering,
7.3,4,4,3.0,"symbiosis institute of technology, pune",
7.5,3,3,2.0,"mit academy of engineering ,alandi",
7.6,5,5,3.0,a. c. patil college of engineering,
8.0,3,3,2.0,wilson college ,
7.2,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
9.1,2,2,3.0,dkte society's textile and engineering institute ichalkaranji,
6.7,4,4,3.0,"thakur institute of management studies, career development & research - [timscdr]",
7.1,3,3,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
7.1,4,4,3.0,"priyadarshini college of engineering, nagpur ",
9.5,2,2,3.0,"vidyalankar institute of technology, mumbai",
9.2,4,4,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.9,5,5,3.0,silicon institute of technology,
7.3,2,2,3.0,adhiyamaan college of engineering,
7.3,4,4,3.0,don bosco college of engineering fatorda goa,
7.8,5,5,3.0,pillai college of engineering new panvel,
9.1,2,2,3.0,st xavier's college ,
6.9,2,2,3.0,"vidyalankar institute of technology, mumbai",
8.4,5,5,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
6.7,4,4,3.0,g h raisoni institut of engineering and technology pune,
9.2,2,2,3.0,government polytechnic gandhinagar,
7.3,3,3,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.9,5,5,3.0,"vishwakarma institute of technology, pune",
9.9,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
7.6,5,5,3.0,g h raisoni institut of engineering and technology pune,
9.3,4,4,2.0,government polytechnic gandhinagar,
6.4,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
8.4,2,2,3.0,"vishwakarma institute of technology, pune",
6.6,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
7.8,4,4,3.0,"priyadarshini college of engineering, nagpur ",
8.7,5,5,3.0,st.francis institute of technology,
7.2,3,3,3.0,new horizon institute of technology and management ,
7.1,4,4,3.0,late g. n. sapkal college of engineering,
8.0,3,3,3.0,"symbiosis institute of technology, pune",
8.5,4,4,3.0,"mit academy of engineering ,alandi",
8.5,3,3,3.0,a. c. patil college of engineering,
9.1,3,3,3.0,wilson college ,
9.7,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.7,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
6.5,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.8,4,4,3.0,g h raisoni institut of engineering and technology pune,
9.3,3,3,3.0,government polytechnic gandhinagar,
7.6,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.5,4,4,3.0,d y patil institute of mca and management akurdi pune,
8.7,4,4,3.0,ap shah institute of technology ,
9.1,3,3,3.0,don bosco college of engineering fatorda goa,
9.2,2,2,3.0,pillai college of engineering new panvel,
7.3,3,3,3.0,st xavier's college ,
7.6,5,5,2.0,"vidyalankar institute of technology, mumbai",
7.1,2,2,2.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
8.3,5,5,3.0,g h raisoni institut of engineering and technology pune,
9.2,4,4,3.0,government polytechnic gandhinagar,
9.9,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
9.3,2,2,3.0,"vishwakarma institute of technology, pune",
7.1,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
7.5,4,4,3.0,"priyadarshini college of engineering, nagpur ",
7.3,2,2,3.0,st.francis institute of technology,
7.4,5,5,2.0,new horizon institute of technology and management ,
8.3,4,4,3.0,late g. n. sapkal college of engineering,
7.4,4,4,3.0,"symbiosis institute of technology, pune",
6.7,4,4,3.0,"mit academy of engineering ,alandi",
7.3,5,5,3.0,a. c. patil college of engineering,
9.7,4,4,3.0,wilson college ,
7.9,2,2,2.0,"ld college of engineering, ahmedabad, gujarat ",
7.2,3,3,3.0,dkte society's textile and engineering institute ichalkaranji,
7.1,2,2,3.0,"thakur institute of management studies, career development & research - [timscdr]",
8.7,2,2,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
8.7,4,4,3.0,"priyadarshini college of engineering, nagpur ",
8.2,5,5,3.0,"vidyalankar institute of technology, mumbai",
6.8,2,2,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.1,2,2,3.0,silicon institute of technology,
8.5,3,3,3.0,adhiyamaan college of engineering,
9.1,2,2,3.0,don bosco college of engineering fatorda goa,
9.5,2,2,3.0,pillai college of engineering new panvel,
6.7,5,5,3.0,st xavier's college ,
6.7,4,4,3.0,"vidyalankar institute of technology, mumbai",
8.2,5,5,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
6.5,3,3,3.0,g h raisoni institut of engineering and technology pune,
8.7,3,3,3.0,government polytechnic gandhinagar,
9.1,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
8.9,3,3,3.0,"vishwakarma institute of technology, pune",
7.4,3,3,3.0,"kle society's college of bca, rls institute, belagavi",
7.3,3,3,3.0,g h raisoni institut of engineering and technology pune,
8.6,3,3,3.0,government polytechnic gandhinagar,
9.2,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.8,5,5,3.0,"vishwakarma institute of technology, pune",
7.9,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
9.9,3,3,3.0,"priyadarshini college of engineering, nagpur ",
8.1,2,2,3.0,st.francis institute of technology,
9.5,2,2,3.0,new horizon institute of technology and management ,
9.8,4,4,3.0,late g. n. sapkal college of engineering,
9.6,5,5,2.0,"symbiosis institute of technology, pune",
9.6,3,3,3.0,"mit academy of engineering ,alandi",
6.2,5,5,3.0,a. c. patil college of engineering,
9.1,2,2,3.0,wilson college ,
7.2,3,3,3.0,"ld college of engineering, ahmedabad, gujarat ",
9.5,2,2,3.0,dkte society's textile and engineering institute ichalkaranji,
6.8,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.4,5,5,3.0,g h raisoni institut of engineering and technology pune,
9.9,5,5,3.0,government polytechnic gandhinagar,
6.6,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.7,3,3,3.0,"vishwakarma institute of technology, pune",
7.6,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
8.3,3,3,3.0,"priyadarshini college of engineering, nagpur ",
6.3,2,2,3.0,st.francis institute of technology,
8.9,3,3,3.0,new horizon institute of technology and management ,
9.5,5,5,3.0,late g. n. sapkal college of engineering,
8.5,5,5,3.0,"symbiosis institute of technology, pune",
8.5,3,3,3.0,"mit academy of engineering ,alandi",
8.8,2,2,3.0,a. c. patil college of engineering,
7.9,4,4,3.0,wilson college ,
7.5,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.3,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
6.4,4,4,3.0,"priyadarshini college of engineering, nagpur ",
7.5,5,5,3.0,"vidyalankar institute of technology, mumbai",
7.7,2,2,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
9.9,4,4,3.0,silicon institute of technology,
7.6,3,3,3.0,adhiyamaan college of engineering,
7.9,5,5,3.0,don bosco college of engineering fatorda goa,
7.7,2,2,3.0,pillai college of engineering new panvel,
7.4,4,4,3.0,st xavier's college ,
9.2,5,5,3.0,"vidyalankar institute of technology, mumbai",
7.6,5,5,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
8.7,4,4,3.0,"priyadarshini college of engineering, nagpur ",
9.5,2,2,3.0,"vidyalankar institute of technology, mumbai",
6.9,3,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
9.2,5,5,3.0,silicon institute of technology,
6.9,3,3,3.0,adhiyamaan college of engineering,
7.2,4,4,3.0,don bosco college of engineering fatorda goa,
7.5,4,4,3.0,pillai college of engineering new panvel,
6.5,3,3,3.0,st xavier's college ,
7.5,5,5,3.0,"vidyalankar institute of technology, mumbai",
6.9,4,4,3.0,a. c. patil college of engineering,
7.6,3,3,2.0,wilson college ,
6.5,5,5,2.0,"ld college of engineering, ahmedabad, gujarat ",
7.3,3,3,3.0,dkte society's textile and engineering institute ichalkaranji,
6.7,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.7,4,4,3.0,g h raisoni institut of engineering and technology pune,
6.7,5,5,3.0,government polytechnic gandhinagar,
9.0,2,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.2,3,3,3.0,"vishwakarma institute of technology, pune",
8.5,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
6.5,3,3,3.0,"priyadarshini college of engineering, nagpur ",
6.6,4,4,3.0,st.francis institute of technology,
9.5,2,2,2.0,new horizon institute of technology and management ,
8.1,5,5,3.0,late g. n. sapkal college of engineering,
9.7,3,3,3.0,"symbiosis institute of technology, pune",
9.3,4,4,3.0,"mit academy of engineering ,alandi",
9.1,5,5,3.0,a. c. patil college of engineering,
7.6,4,4,3.0,wilson college ,
7.8,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.9,4,4,3.0,dkte society's textile and engineering institute ichalkaranji,
8.5,5,5,3.0,"mit academy of engineering ,alandi",
8.7,5,5,3.0,a. c. patil college of engineering,
8.3,2,2,3.0,wilson college ,
9.4,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.6,4,4,3.0,dkte society's textile and engineering institute ichalkaranji,
8.5,4,4,3.0,"thakur institute of management studies, career development & research - [timscdr]",
9.1,4,4,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
7.7,4,4,3.0,"priyadarshini college of engineering, nagpur ",
7.5,2,2,3.0,"vidyalankar institute of technology, mumbai",
7.2,4,4,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.6,4,4,3.0,silicon institute of technology,
7.3,3,3,3.0,adhiyamaan college of engineering,
7.3,4,4,3.0,don bosco college of engineering fatorda goa,
9.4,3,3,3.0,pillai college of engineering new panvel,
6.6,4,4,3.0,st xavier's college ,
6.6,5,5,3.0,"vidyalankar institute of technology, mumbai",
8.5,2,2,3.0,a. c. patil college of engineering,
7.7,2,2,2.0,wilson college ,
8.1,3,3,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.9,4,4,3.0,dkte society's textile and engineering institute ichalkaranji,
7.1,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.3,5,5,3.0,g h raisoni institut of engineering and technology pune,
7.7,4,4,3.0,government polytechnic gandhinagar,
8.0,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.5,4,4,3.0,"vishwakarma institute of technology, pune",
9.4,5,5,2.0,"kle society's college of bca, rls institute, belagavi",
6.8,3,3,3.0,"priyadarshini college of engineering, nagpur ",
6.7,2,2,3.0,st.francis institute of technology,
7.9,5,5,2.0,new horizon institute of technology and management ,
9.3,2,2,3.0,late g. n. sapkal college of engineering,
6.9,2,2,3.0,"symbiosis institute of technology, pune",
8.9,2,2,3.0,"mit academy of engineering ,alandi",
8.3,5,5,3.0,a. c. patil college of engineering,
7.2,2,2,3.0,wilson college ,
8.1,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
9.5,5,5,3.0,dkte society's textile and engineering institute ichalkaranji,
9.6,2,2,3.0,"mit academy of engineering ,alandi",
7.5,2,2,3.0,a. c. patil college of engineering,
7.9,3,3,3.0,wilson college ,
9.3,4,4,3.0,"ld college of engineering, ahmedabad, gujarat ",
9.6,5,5,2.0,dkte society's textile and engineering institute ichalkaranji,
9.1,4,4,3.0,"thakur institute of management studies, career development & research - [timscdr]",
7.3,4,4,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
7.5,5,5,3.0,"priyadarshini college of engineering, nagpur ",
7.6,3,3,3.0,"vidyalankar institute of technology, mumbai",
8.0,2,2,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.2,3,3,3.0,silicon institute of technology,
9.1,3,3,3.0,adhiyamaan college of engineering,
6.7,5,5,3.0,don bosco college of engineering fatorda goa,
7.1,4,4,2.0,pillai college of engineering new panvel,
7.1,5,5,2.0,st xavier's college ,
9.5,2,2,3.0,"vidyalankar institute of technology, mumbai",
9.2,4,4,3.0,"priyadarshini college of engineering, nagpur ",
7.9,4,4,3.0,"vidyalankar institute of technology, mumbai",
7.3,3,3,2.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.3,2,2,3.0,silicon institute of technology,
7.8,3,3,3.0,adhiyamaan college of engineering,
9.1,4,4,3.0,don bosco college of engineering fatorda goa,
6.9,5,5,3.0,pillai college of engineering new panvel,
8.4,2,2,3.0,st xavier's college ,
6.7,3,3,3.0,"vidyalankar institute of technology, mumbai",
9.2,4,4,3.0,government polytechnic gandhinagar,
7.3,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.9,2,2,3.0,"vishwakarma institute of technology, pune",
9.9,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
7.6,3,3,3.0,"priyadarshini college of engineering, nagpur ",
9.3,5,5,3.0,st.francis institute of technology,
6.4,5,5,3.0,new horizon institute of technology and management ,
8.4,2,2,3.0,late g. n. sapkal college of engineering,
6.6,2,2,3.0,"symbiosis institute of technology, pune",
7.8,4,4,3.0,"mit academy of engineering ,alandi",
8.7,4,4,3.0,a. c. patil college of engineering,
7.2,2,2,3.0,wilson college ,
7.1,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.0,3,3,3.0,dkte society's textile and engineering institute ichalkaranji,
8.5,5,5,3.0,"thakur institute of management studies, career development & research - [timscdr]",
8.5,5,5,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
9.1,4,4,3.0,"priyadarshini college of engineering, nagpur ",
9.7,5,5,3.0,"vidyalankar institute of technology, mumbai",
8.7,3,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
6.5,5,5,3.0,silicon institute of technology,
8.8,5,5,2.0,adhiyamaan college of engineering,
9.3,2,2,3.0,don bosco college of engineering fatorda goa,
7.6,4,4,3.0,pillai college of engineering new panvel,
6.5,5,5,3.0,st xavier's college ,
8.7,4,4,3.0,"vidyalankar institute of technology, mumbai",
9.1,4,4,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
9.2,3,3,3.0,g h raisoni institut of engineering and technology pune,
7.3,3,3,3.0,government polytechnic gandhinagar,
7.6,2,3,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.1,3,2,3.0,"vishwakarma institute of technology, pune",
8.3,4,5,3.0,"kle society's college of bca, rls institute, belagavi",
9.2,5,3,3.0,g h raisoni institut of engineering and technology pune,
9.9,5,2,3.0,government polytechnic gandhinagar,
9.3,4,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.1,3,3,3.0,"vishwakarma institute of technology, pune",
7.5,4,2,3.0,"kle society's college of bca, rls institute, belagavi",
7.3,4,3,3.0,"priyadarshini college of engineering, nagpur ",
7.4,4,3,3.0,st.francis institute of technology,
8.3,5,3,3.0,new horizon institute of technology and management ,
7.4,2,2,3.0,late g. n. sapkal college of engineering,
6.7,2,3,3.0,"symbiosis institute of technology, pune",
7.3,5,3,3.0,"mit academy of engineering ,alandi",
9.7,3,3,3.0,a. c. patil college of engineering,
7.9,2,3,3.0,wilson college ,
7.2,2,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.1,2,2,3.0,dkte society's textile and engineering institute ichalkaranji,
8.7,4,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.7,4,2,2.0,g h raisoni institut of engineering and technology pune,
8.2,5,3,3.0,government polytechnic gandhinagar,
6.8,4,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.1,2,3,3.0,"vishwakarma institute of technology, pune",
8.5,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
9.1,2,2,3.0,"priyadarshini college of engineering, nagpur ",
9.5,2,3,3.0,st.francis institute of technology,
6.7,2,5,3.0,new horizon institute of technology and management ,
6.7,3,3,3.0,late g. n. sapkal college of engineering,
8.2,3,3,3.0,"symbiosis institute of technology, pune",
6.5,4,2,3.0,"mit academy of engineering ,alandi",
8.7,5,2,3.0,a. c. patil college of engineering,
9.1,3,5,2.0,wilson college ,
8.9,4,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.4,4,3,2.0,dkte society's textile and engineering institute ichalkaranji,
7.3,3,5,2.0,"priyadarshini college of engineering, nagpur ",
8.6,2,3,3.0,"vidyalankar institute of technology, mumbai",
9.2,3,5,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.8,2,2,3.0,silicon institute of technology,
7.9,4,3,3.0,adhiyamaan college of engineering,
9.9,4,5,3.0,don bosco college of engineering fatorda goa,
8.1,5,5,3.0,pillai college of engineering new panvel,
9.5,5,3,3.0,st xavier's college ,
9.8,2,3,3.0,"vidyalankar institute of technology, mumbai",
9.6,2,3,3.0,government polytechnic gandhinagar,
9.6,4,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.2,2,3,3.0,"vishwakarma institute of technology, pune",
9.1,4,3,3.0,"kle society's college of bca, rls institute, belagavi",
7.2,2,2,3.0,"priyadarshini college of engineering, nagpur ",
9.5,3,2,3.0,st.francis institute of technology,
6.8,5,5,3.0,new horizon institute of technology and management ,
8.4,2,3,3.0,late g. n. sapkal college of engineering,
9.9,5,5,3.0,"symbiosis institute of technology, pune",
6.6,3,2,3.0,"mit academy of engineering ,alandi",
6.7,4,3,3.0,a. c. patil college of engineering,
7.6,4,5,3.0,wilson college ,
8.3,4,3,3.0,"ld college of engineering, ahmedabad, gujarat ",
6.3,5,2,3.0,dkte society's textile and engineering institute ichalkaranji,
8.9,5,5,3.0,"thakur institute of management studies, career development & research - [timscdr]",
9.5,3,3,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
8.5,2,3,3.0,"priyadarshini college of engineering, nagpur ",
8.5,4,2,3.0,"vidyalankar institute of technology, mumbai",
8.8,4,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.9,5,3,3.0,silicon institute of technology,
7.5,4,5,3.0,adhiyamaan college of engineering,
8.3,4,3,3.0,don bosco college of engineering fatorda goa,
6.4,3,3,3.0,pillai college of engineering new panvel,
7.5,2,3,3.0,st xavier's college ,
7.7,4,3,3.0,"vidyalankar institute of technology, mumbai",
9.9,4,5,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
7.6,5,2,3.0,g h raisoni institut of engineering and technology pune,
7.9,3,3,3.0,government polytechnic gandhinagar,
7.7,3,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.4,5,2,3.0,"vishwakarma institute of technology, pune",
9.2,3,2,3.0,"kle society's college of bca, rls institute, belagavi",
7.6,2,3,2.0,g h raisoni institut of engineering and technology pune,
8.7,2,2,3.0,government polytechnic gandhinagar,
9.5,3,3,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.9,3,5,3.0,"vishwakarma institute of technology, pune",
9.2,4,3,3.0,"kle society's college of bca, rls institute, belagavi",
6.9,5,3,3.0,"priyadarshini college of engineering, nagpur ",
7.2,3,3,3.0,st.francis institute of technology,
7.5,2,3,3.0,new horizon institute of technology and management ,
6.5,2,2,3.0,late g. n. sapkal college of engineering,
7.5,3,3,3.0,"symbiosis institute of technology, pune",
6.9,4,5,3.0,"mit academy of engineering ,alandi",
7.6,3,3,3.0,a. c. patil college of engineering,
6.5,2,3,3.0,wilson college ,
7.3,4,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
6.7,5,3,3.0,dkte society's textile and engineering institute ichalkaranji,
8.7,5,3,3.0,"ld college of engineering, ahmedabad, gujarat ",
6.7,2,5,3.0,g h raisoni institut of engineering and technology pune,
9.0,5,5,3.0,government polytechnic gandhinagar,
7.2,3,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
8.5,4,3,3.0,d y patil institute of mca and management akurdi pune,
6.5,4,5,3.0,ap shah institute of technology ,
6.6,5,5,3.0,don bosco college of engineering fatorda goa,
9.5,5,5,3.0,pillai college of engineering new panvel,
8.1,5,2,3.0,st xavier's college ,
9.7,2,3,3.0,"vidyalankar institute of technology, mumbai",
9.3,5,2,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
9.1,5,3,3.0,g h raisoni institut of engineering and technology pune,
7.6,3,2,3.0,government polytechnic gandhinagar,
7.8,3,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.9,2,3,3.0,"vishwakarma institute of technology, pune",
8.5,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
8.7,3,2,3.0,"priyadarshini college of engineering, nagpur ",
8.3,4,5,3.0,st.francis institute of technology,
9.4,4,3,3.0,new horizon institute of technology and management ,
8.6,3,5,3.0,late g. n. sapkal college of engineering,
8.5,4,3,3.0,"symbiosis institute of technology, pune",
9.1,4,2,3.0,"mit academy of engineering ,alandi",
7.7,5,3,3.0,a. c. patil college of engineering,
7.5,4,3,3.0,wilson college ,
7.2,5,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.6,4,3,3.0,dkte society's textile and engineering institute ichalkaranji,
7.3,4,3,3.0,"thakur institute of management studies, career development & research - [timscdr]",
7.3,3,3,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
9.4,3,3,3.0,"priyadarshini college of engineering, nagpur ",
6.6,2,3,3.0,"vidyalankar institute of technology, mumbai",
6.6,3,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
8.5,2,2,3.0,silicon institute of technology,
7.7,4,3,3.0,adhiyamaan college of engineering,
8.1,5,3,3.0,don bosco college of engineering fatorda goa,
7.9,5,5,3.0,pillai college of engineering new panvel,
7.1,5,3,3.0,st xavier's college ,
8.3,5,2,3.0,"vidyalankar institute of technology, mumbai",
7.7,4,5,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
8.0,2,3,3.0,g h raisoni institut of engineering and technology pune,
6.5,3,3,3.0,government polytechnic gandhinagar,
9.4,2,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.8,5,5,3.0,"vishwakarma institute of technology, pune",
6.7,2,2,3.0,"kle society's college of bca, rls institute, belagavi",
7.9,2,2,3.0,g h raisoni institut of engineering and technology pune,
9.3,4,4,3.0,government polytechnic gandhinagar,
6.9,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
